# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 2)   1.391 us    |  mutex_unlock();
 3)   0.774 us    |          mutex_spin_on_owner();
 1)   0.447 us    |    mutex_unlock();
 0)   0.441 us    |    mutex_lock();
 1)   8.166 us    |  }
 3)   1.410 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.291 us    |  }
 3)   3.705 us    |        }
 3)   4.485 us    |      }
 1)               |    mutex_lock() {
 3)   5.301 us    |    }
 1)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_start */
 1)               |        __mutex_lock.isra.0() {
 0)               |  do_syscall_64() {
 1)   0.639 us    |          mutex_spin_on_owner();
 3)   0.447 us    |    mutex_unlock();
 0)   0.441 us    |    mutex_lock();
 3)   8.348 us    |  }
 1)   1.284 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.435 us    |    mutex_unlock();
 0)   3.291 us    |  }
 1)   3.404 us    |        }
 3)               |  do_syscall_64() {
 1)   4.190 us    |      }
 3)               |    mutex_lock() {
 1)   4.997 us    |    }
 3)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_stop */
 3)               |        __mutex_lock.isra.0() {
 0)               |  do_syscall_64() {
 1)   0.459 us    |    mutex_unlock();
 3)   0.465 us    |          mutex_spin_on_owner();
 0)   0.441 us    |    mutex_lock();
 1)   7.844 us    |  }
 3)   1.515 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.438 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.411 us    |  }
 3)   3.561 us    |        }
 1)               |    mutex_lock() {
 3)   4.347 us    |      }
 1)               |      __mutex_lock_slowpath() {
 3)   5.151 us    |    }
 1)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 1)   0.873 us    |          mutex_spin_on_owner();
 0)               |  do_syscall_64() {
 3)   0.435 us    |    mutex_unlock();
 0)   0.441 us    |    mutex_lock();
 3)   7.989 us    |  }
 1)   1.527 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.438 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.390 us    |  }
 1)   3.891 us    |        }
 3)               |    mutex_lock() {
 1)   4.674 us    |      }
 3)               |      __mutex_lock_slowpath() {
 1)   5.478 us    |    }
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 3)   0.711 us    |          mutex_spin_on_owner();
 1)   0.453 us    |    mutex_unlock();
 0)               |    mutex_lock() {
 1)   8.451 us    |  }
 3)   1.770 us    |        }
 0)               |      __mutex_lock_slowpath() {
 3)   2.553 us    |      }
 0)               |        __mutex_lock.isra.0() {
 3)   3.360 us    |    }
 0)   1.434 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 3)   0.453 us    |    mutex_unlock();
 1)   0.495 us    |    mutex_lock();
 3)   6.264 us    |  }
 0)   1.665 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.528 us    |  }
 0)   4.698 us    |        }
 3)               |    mutex_lock() {
 0)   5.487 us    |      }
 3)               |      __mutex_lock_slowpath() {
 0)   6.381 us    |    }
 3)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 3)   0.861 us    |          mutex_spin_on_owner();
 0)   0.444 us    |    mutex_unlock();
 1)   0.486 us    |    mutex_lock();
 0)   9.347 us    |  }
 3)   1.536 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.435 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.444 us    |  }
 3)   3.930 us    |        }
 0)               |    mutex_lock() {
 3)   4.713 us    |      }
 0)               |      __mutex_lock_slowpath() {
 3)   5.511 us    |    }
 0)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 0)   1.077 us    |          mutex_spin_on_owner();
 1)               |  do_syscall_64() {
 3)   0.435 us    |    mutex_unlock();
 1)   0.441 us    |    mutex_lock();
 3)   8.760 us    |  }
 0)   1.221 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.444 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.314 us    |  }
 0)   3.819 us    |        }
 0)   4.602 us    |      }
 3)               |    mutex_lock() {
 0)   5.439 us    |    }
 3)               |      __mutex_lock_slowpath() {
 0)               |  /* mutex_start */
 3)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 0)   0.447 us    |    mutex_unlock();
 3)   0.480 us    |          mutex_spin_on_owner();
 1)   0.441 us    |    mutex_lock();
 0)   8.331 us    |  }
 3)   1.326 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.432 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.297 us    |  }
 3)   3.411 us    |        }
 3)   4.191 us    |      }
 0)               |    mutex_lock() {
 3)   4.992 us    |    }
 0)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_start */
 0)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 3)   0.450 us    |    mutex_unlock();
 0)   0.489 us    |          mutex_spin_on_owner();
 1)   0.444 us    |    mutex_lock();
 3)   7.938 us    |  }
 0)   1.509 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.432 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.477 us    |  }
 0)   3.771 us    |        }
 3)               |    mutex_lock() {
 0)   4.554 us    |      }
 3)               |      __mutex_lock_slowpath() {
 0)   5.355 us    |    }
 3)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 3)   0.849 us    |          mutex_spin_on_owner();
 0)   0.435 us    |    mutex_unlock();
 1)   0.447 us    |    mutex_lock();
 0)   8.339 us    |  }
 3)   1.422 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.435 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.399 us    |  }
 3)   3.801 us    |        }
 3)   4.584 us    |      }
 0)               |    mutex_lock() {
 3)   5.391 us    |    }
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 0)   0.651 us    |          mutex_spin_on_owner();
 3)   0.477 us    |    mutex_unlock();
 1)               |    mutex_lock() {
 3)   8.292 us    |  }
 0)   1.785 us    |        }
 1)               |      __mutex_lock_slowpath() {
 0)   2.568 us    |      }
 1)               |        __mutex_lock.isra.0() {
 0)   3.372 us    |    }
 1)   1.530 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 3)               |  do_syscall_64() {
 0)   0.438 us    |    mutex_unlock();
 3)   0.486 us    |    mutex_lock();
 0)   6.375 us    |  }
 1)   1.311 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.435 us    |    mutex_unlock();
 3)   3.321 us    |  }
 1)   4.308 us    |        }
 0)               |  do_syscall_64() {
 1)   5.091 us    |      }
 0)               |    mutex_lock() {
 1)   5.976 us    |    }
 0)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_stop */
 0)               |        __mutex_lock.isra.0() {
 3)               |  do_syscall_64() {
 1)   0.462 us    |    mutex_unlock();
 0)   0.465 us    |          mutex_spin_on_owner();
 3)   0.489 us    |    mutex_lock();
 1)   8.892 us    |  }
 0)   1.584 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.432 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 3)   3.461 us    |  }
 0)   3.597 us    |        }
 1)               |    mutex_lock() {
 0)   4.389 us    |      }
 1)               |      __mutex_lock_slowpath() {
 0)   5.193 us    |    }
 1)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 3)               |  do_syscall_64() {
 1)   0.645 us    |          mutex_spin_on_owner();
 0)   0.447 us    |    mutex_unlock();
 3)   0.441 us    |    mutex_lock();
 0)   8.094 us    |  }
 1)   1.482 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.435 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   3.381 us    |  }
 1)   3.849 us    |        }
 0)               |    mutex_lock() {
 1)   4.632 us    |      }
 1)   5.475 us    |    }
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_start */
 3)               |  do_syscall_64() {
 0)   0.777 us    |          mutex_spin_on_owner();
 1)   0.450 us    |    mutex_unlock();
 3)   0.441 us    |    mutex_lock();
 1)   8.610 us    |  }
 0)   1.431 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 3)   3.303 us    |  }
 0)   3.729 us    |        }
 0)   4.518 us    |      }
 1)               |    mutex_lock() {
 0)   5.319 us    |    }
 1)               |      __mutex_lock_slowpath() {
 0)               |  /* mutex_start */
 1)               |        __mutex_lock.isra.0() {
 3)               |  do_syscall_64() {
 0)   0.447 us    |    mutex_unlock();
 1)   0.483 us    |          mutex_spin_on_owner();
 3)   0.441 us    |    mutex_lock();
 0)   8.214 us    |  }
 1)   1.296 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.438 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   3.282 us    |  }
 1)   3.384 us    |        }
 1)   4.167 us    |      }
 0)               |    mutex_lock() {
 1)   4.974 us    |    }
 0)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_stop */
 0)               |        __mutex_lock.isra.0() {
 3)               |  do_syscall_64() {
 1)   0.492 us    |    mutex_unlock();
 0)   0.465 us    |          mutex_spin_on_owner();
 3)               |    mutex_lock() {
 1)   7.911 us    |  }
 0)   1.662 us    |        }
 3)               |      __mutex_lock_slowpath() {
 0)   2.451 us    |      }
 3)               |        __mutex_lock.isra.0() {
 0)   3.258 us    |    }
 3)   1.530 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 0)   0.435 us    |    mutex_unlock();
 1)   0.492 us    |    mutex_lock();
 0)   6.255 us    |  }
 3)   1.293 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.444 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.390 us    |  }
 3)   4.320 us    |        }
 3)   5.109 us    |      }
 0)               |    mutex_lock() {
 3)   6.012 us    |    }
 0)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_stop */
 0)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 0)   0.615 us    |          mutex_spin_on_owner();
 3)   0.471 us    |    mutex_unlock();
 1)   0.489 us    |    mutex_lock();
 3)   9.135 us    |  }
 0)   1.596 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.441 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.452 us    |  }
 0)   3.750 us    |        }
 3)               |    mutex_lock() {
 0)   4.530 us    |      }
 3)               |      __mutex_lock_slowpath() {
 0)   5.334 us    |    }
 3)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 3)   0.903 us    |          mutex_spin_on_owner();
 0)   0.438 us    |    mutex_unlock();
 1)   0.447 us    |    mutex_lock();
 0)   8.322 us    |  }
 3)   1.431 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.435 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.396 us    |  }
 3)   3.864 us    |        }
 3)   4.641 us    |      }
 0)               |    mutex_lock() {
 3)   5.481 us    |    }
 0)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_start */
 0)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 0)   0.609 us    |          mutex_spin_on_owner();
 3)   0.462 us    |    mutex_unlock();
 1)   0.444 us    |    mutex_lock();
 3)   8.498 us    |  }
 0)   1.455 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.438 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.312 us    |  }
 0)   3.588 us    |        }
 0)   4.374 us    |      }
 3)               |    mutex_lock() {
 0)   5.172 us    |    }
 3)               |      __mutex_lock_slowpath() {
 0)               |  /* mutex_stop */
 3)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 0)   0.447 us    |    mutex_unlock();
 3)   0.477 us    |          mutex_spin_on_owner();
 1)   0.444 us    |    mutex_lock();
 0)   8.085 us    |  }
 3)   1.380 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.438 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.297 us    |  }
 3)   3.456 us    |        }
 3)   4.245 us    |      }
 0)               |    mutex_lock() {
 3)   5.055 us    |    }
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 0)   0.657 us    |          mutex_spin_on_owner();
 3)   0.474 us    |    mutex_unlock();
 1)               |    mutex_lock() {
 0)   1.785 us    |        }
 1)               |      __mutex_lock_slowpath() {
 3)   7.950 us    |  }
 0)   2.571 us    |      }
 1)               |        __mutex_lock.isra.0() {
 0)   3.375 us    |    }
 1)   1.455 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 3)               |  do_syscall_64() {
 0)   0.468 us    |    mutex_unlock();
 3)   0.489 us    |    mutex_lock();
 0)   6.294 us    |  }
 1)   1.665 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.435 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   3.498 us    |  }
 1)   4.674 us    |        }
 0)               |    mutex_lock() {
 1)   5.454 us    |      }
 1)   6.360 us    |    }
 0)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_stop */
 0)               |        __mutex_lock.isra.0() {
 3)               |  do_syscall_64() {
 0)   0.636 us    |          mutex_spin_on_owner();
 1)   0.450 us    |    mutex_unlock();
 3)   0.486 us    |    mutex_lock();
 1)   9.402 us    |  }
 0)   1.503 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.432 us    |    mutex_unlock();
