# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 1)   2.346 us    |    } /* mutex_lock */
 1)   0.222 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.509 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   1.468 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.512 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.210 us    |    mutex_unlock();
 1)   1.527 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.623 us    |          mutex_spin_on_owner();
 1)   0.605 us    |          mutex_spin_on_owner();
 1)   1.879 us    |        }
 1)   2.221 us    |      }
 1)   2.650 us    |    }
 1)               |  /* mutex_stop */
 1)   0.215 us    |    mutex_unlock();
 1)   4.043 us    |  }
 1)               |  do_syscall_64() {
 1)   0.199 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.466 us    |  }
 1)               |  do_syscall_64() {
 1)   0.301 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   1.623 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   1.527 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.492 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.958 us    |          mutex_spin_on_owner();
 1)   1.439 us    |        }
 1)   1.772 us    |      }
 1)   2.158 us    |    }
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   3.468 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.213 us    |          mutex_spin_on_owner();
 1)   0.748 us    |        }
 1)   1.083 us    |      }
 1)   1.441 us    |    }
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   2.772 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.397 us    |          mutex_spin_on_owner();
 1)   0.652 us    |          mutex_spin_on_owner();
 1)   1.751 us    |        }
 1)   2.091 us    |      }
 1)   2.444 us    |    }
 1)               |  /* mutex_start */
 1)   0.210 us    |    mutex_unlock();
 1)   3.793 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.268 us    |          mutex_spin_on_owner();
 1)   0.772 us    |        }
 1)   1.107 us    |      }
 1)   1.450 us    |    }
 1)               |  /* mutex_stop */
 1)   0.197 us    |    mutex_unlock();
 1)   2.749 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.354 us    |          mutex_spin_on_owner();
 1)   0.654 us    |          mutex_spin_on_owner();
 1)   1.712 us    |        }
 1)   2.057 us    |      }
 1)   2.401 us    |    }
 1)               |  /* mutex_start */
 1)   0.244 us    |    mutex_unlock();
 1)   3.778 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.265 us    |          mutex_spin_on_owner();
 1)   0.660 us    |          mutex_spin_on_owner();
 1)   1.624 us    |        }
 1)   1.968 us    |      }
 1)   2.318 us    |    }
 1)               |  /* mutex_stop */
 1)   0.201 us    |    mutex_unlock();
 1)   3.673 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.329 us    |          mutex_spin_on_owner();
 1)   0.580 us    |          mutex_spin_on_owner();
 1)   1.622 us    |        }
 1)   1.959 us    |      }
 1)   2.307 us    |    }
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   3.760 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.300 us    |          mutex_spin_on_owner();
 1)   0.607 us    |          mutex_spin_on_owner();
 1)   1.618 us    |        }
 1)   1.952 us    |      }
 1)   2.301 us    |    }
 1)               |  /* mutex_stop */
 1)   0.208 us    |    mutex_unlock();
 1)   3.600 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.593 us    |          mutex_spin_on_owner();
 1)   1.091 us    |        }
 1)   1.434 us    |      }
 1)   1.789 us    |    }
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   3.113 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.293 us    |          mutex_spin_on_owner();
 1)   0.787 us    |        }
 1)   1.132 us    |      }
 1)   1.474 us    |    }
 1)               |  /* mutex_stop */
 1)   0.218 us    |    mutex_unlock();
 1)   2.841 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.326 us    |          mutex_spin_on_owner();
 1)   0.665 us    |          mutex_spin_on_owner();
 1)   1.693 us    |        }
 1)   2.035 us    |      }
 1)   2.376 us    |    }
 1)               |  /* mutex_start */
 1)   0.222 us    |    mutex_unlock();
 1)   3.749 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.709 us    |          mutex_spin_on_owner();
 1)   0.689 us    |          mutex_spin_on_owner();
 1)   2.063 us    |        }
 1)   2.397 us    |      }
 1)   2.790 us    |    }
 1)               |  /* mutex_stop */
 1)   0.209 us    |    mutex_unlock();
 1)   4.124 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.379 us    |          mutex_spin_on_owner();
 1)   0.656 us    |          mutex_spin_on_owner();
 1)   1.738 us    |        }
 1)   2.073 us    |      }
 1)   2.422 us    |    }
 1)               |  /* mutex_start */
 1)   0.209 us    |    mutex_unlock();
 1)   3.718 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.231 us    |          mutex_spin_on_owner();
 1)   0.701 us    |          mutex_spin_on_owner();
 1)   1.703 us    |        }
 1)   2.040 us    |      }
 1)   2.390 us    |    }
 1)               |  /* mutex_stop */
 1)   0.201 us    |    mutex_unlock();
 1)   3.711 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.345 us    |          mutex_spin_on_owner();
 1)   0.641 us    |          mutex_spin_on_owner();
 1)   1.699 us    |        }
 1)   2.134 us    |      }
 1)   2.481 us    |    }
 1)               |  /* mutex_start */
 1)   0.194 us    |    mutex_unlock();
 1)   3.908 us    |  }
 1)               |  do_syscall_64() {
 1)   0.215 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.493 us    |  }
 1)               |  do_syscall_64() {
 1)   0.215 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   1.491 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.519 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.960 us    |          mutex_spin_on_owner();
 1)   0.658 us    |          mutex_spin_on_owner();
 1)   2.310 us    |        }
 1)   2.643 us    |      }
 1)   3.028 us    |    }
 1)               |  /* mutex_start */
 1)   0.225 us    |    mutex_unlock();
 1)   4.384 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.213 us    |          mutex_spin_on_owner();
 1)   0.607 us    |          mutex_spin_on_owner();
 1)   1.558 us    |        }
 1)   1.893 us    |      }
 1)   2.252 us    |    }
 1)               |  /* mutex_stop */
 1)   0.249 us    |    mutex_unlock();
 1)   3.573 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.490 us    |          mutex_spin_on_owner();
 1)   0.625 us    |          mutex_spin_on_owner();
 1)   1.818 us    |        }
 1)   2.152 us    |      }
 1)   2.523 us    |    }
 1)               |  /* mutex_start */
 1)   0.209 us    |    mutex_unlock();
 1)   3.810 us    |  }
 1)               |  do_syscall_64() {
 1)   0.215 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.529 us    |  }
 1)               |  do_syscall_64() {
 1)   0.216 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.525 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.629 us    |          mutex_spin_on_owner();
 1)   0.613 us    |          mutex_spin_on_owner();
 1)   1.906 us    |        }
 1)   2.242 us    |      }
 1)   2.634 us    |    }
 1)               |  /* mutex_stop */
 1)   0.208 us    |    mutex_unlock();
 1)   3.992 us    |  }
 1)               |  do_syscall_64() {
 1)   0.216 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.532 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.298 us    |    mutex_unlock();
 1)   1.628 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   1.516 us    |  }
 1)               |  do_syscall_64() {
 1)   0.199 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.191 us    |    mutex_unlock();
 1)   1.479 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.476 us    |  }
 1)               |  do_syscall_64() {
 1)   0.200 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.600 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   1.525 us    |  }
 1)               |  do_syscall_64() {
 1)   0.219 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.541 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.481 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.197 us    |    mutex_unlock();
 1)   1.519 us    |  }
 1)               |  do_syscall_64() {
 1)   0.194 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.198 us    |    mutex_unlock();
 1)   1.518 us    |  }
 1)               |  do_syscall_64() {
 1)   0.201 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.191 us    |    mutex_unlock();
 1)   1.466 us    |  }
 1)               |  do_syscall_64() {
 1)   0.193 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.207 us    |    mutex_unlock();
 1)   1.483 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.672 us    |          mutex_spin_on_owner();
 1)   0.606 us    |          mutex_spin_on_owner();
 1)   1.930 us    |        }
 1)   2.270 us    |      }
 1)   2.670 us    |    }
 1)               |  /* mutex_stop */
 1)   0.209 us    |    mutex_unlock();
 1)   4.084 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.353 us    |          mutex_spin_on_owner();
 1)   0.683 us    |          mutex_spin_on_owner();
 1)   1.743 us    |        }
 1)   2.084 us    |      }
 1)   2.436 us    |    }
 1)               |  /* mutex_start */
 1)   0.194 us    |    mutex_unlock();
 1)   3.776 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.213 us    |          mutex_spin_on_owner();
 1)   0.530 us    |          mutex_spin_on_owner();
 1)   1.563 us    |        }
 1)   1.899 us    |      }
 1)   2.248 us    |    }
 1)               |  /* mutex_stop */
 1)   0.208 us    |    mutex_unlock();
 1)   3.628 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.551 us    |          mutex_spin_on_owner();
 1)   1.049 us    |        }
 1)   1.394 us    |      }
 1)   1.752 us    |    }
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   3.077 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.278 us    |          mutex_spin_on_owner();
 1)   0.779 us    |        }
 1)   1.116 us    |      }
 1)   1.459 us    |    }
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
